locus_tag,gene,mRNA_level
b3478,nikC,232.1
b3479,nikD,675.577
b3480,nikE,377.847
b3481,nikR,335.526
b3482,rhsB,42.5569
b3483,yhhH,49.9209
b3484,yhhI,37.9129
b3485,yhhJ,726.714
b3486,yhiH,536.894
b3487,yhiI,1929.77
b3488,yhiJ,61.1147
b3489,yhiK,36.6175
b3490,yhiL,65.8335
b3491,yhiM,136.032
b3492,yhiN,404.025
b3493,pitA,1237.17
b3494,yhiO,511.157
b3495,uspA,5433.65
b3496,yhiP,470.809
b3497,yhiQ,1759.89
b3498,prlC,815.035
b3499,yhiR,619.726
b3500,gor,1498.62
b3501,arsR,556.703
b3502,arsB,316.197
b3503,arsC,302.513
b3504,yhiS,32.609
b3505,trs5_11,N.D.
b3506,slp,1096.09
b3507,yhiF,112.311
b3508,yhiD,253.407
b3509,hdeB,4804.64
b3510,hdeA,5406.2
b3511,hdeD,1603.83
b3512,yhiE,1007.83
b3513,yhiU,393.645
b3514,yhiV,188.612
b3515,yhiW,565.017
b3516,gadX,1333.2
b3517,gadA,1218.01
b3518,yhjA,611.409
b3519,treF,1315.6
b3520,yhjB,389.049
b3521,yhjC,327.154
b3522,yhjD,599.585
b3523,yhjE,1832.19
b3524,yhjG,237.403
b3525,yhjH,292.644
b3526,kdgK,259.104
b3527,yhjJ,590.976
b3528,dctA,345.876
b3529,yhjK,696.536
b3530,yhjL,328.79
b3531,bcsC,192.494
b3532,yhjN,149.626
b3533,yhjO,443
b3534,yhjQ,191.296
b3535,yhjR,875.821
b3536,yhjS,573.406
b3537,yhjT,547
b3538,yhjU,290.142
b4453,ldrD,N.D.
b3539,yhjV,132.129
b3540,dppF,917.843
b3541,dppD,1294.56
b3542,dppC,1369.05
b3543,dppB,948.369
b3544,dppA,2614.99
b3546,yhjW,294.998
b3547,yhjX,50.0461
b3548,yhjY,710.083
b3549,tag,678.942
b3550,yiaC,676
b3551,bisC,511.471
b3552,yiaD,445.663
b3553,tkrA,1159.45
b3554,yiaF,1273.38
b3555,yiaG,1652.44
b3556,cspA,1860.16
b4455,hokA,N.D.
b3557,yi5A,137.402
b3558,t150,55.6365
b3559,glyS,2078.22
b3560,glyQ,1604.34
b3561,yiaH,108.676
b3562,yiaA,74.3658
b3563,yiaB,13.5672
b3564,xylB,139.052
b3565,xylA,595.639
b3566,xylF,63.1551
b3567,xylG,69.4376
b3568,xylH,162.131
b3569,xylR,124.911
b3570,bax,824.869
b3571,malS,289.636
b3572,avtA,1434.4
b3573,yiaI,515.199
b3574,yiaJ,531.719
b3575,yiaK,335.382
b3576,yiaL,35.3247
b3577,yiaM,109.372
b3578,yiaN,260.396
b3579,yiaO,113.283
b3580,lyxK,270.67
b3581,sgbH,179.192
b3582,sgbU,709.376
b3583,sgbE,346.992
b3584,yiaT,113.766
b3585,yiaU,192.565
b3586,yiaV,93.7416
b3587,yiaW,50.2332
b3588,aldB,812.409
b3589,yiaY,1326.07
b3590,selB,589.801
b3591,selA,1505.85
b3592,yibF,694.564
b3593,rhsA,162.708
b3594,yibA,194.972
b3595,yibJ,30.474
b3596,yibG,11.8779
b3597,yibH,631.223
b3598,yibI,317.261
b3599,mtlA,762.844
b3600,mtlD,657.677
b3601,mtlR,936.313
b3602,yibL,1091.8
b3603,lldP,183.587
b3604,lldR,470.937
b3605,lldD,595.362
b3606,yibK,535.658
b3607,cysE,1394.5
b3608,gpsA,2081.29
b3609,secB,2048.75
b3610,grxC,3355.22
b3611,yibN,2559.61
b3612,yibO,1728.07
b3613,yibP,698.513
b3614,yibQ,204.469
b3615,yibD,153.698
b3616,tdh,935.192
b3617,kbl,912.47
b3618,htrL,257.511
b3619,rfaD,2272.87
b3620,rfaF,1319.3
b3621,rfaC,1025.32
b3622,rfaL,717.625
b3623,rfaK,532.931
b3624,rfaZ,299.66
b3625,rfaY,789.851
b3626,rfaJ,588.369
b3627,rfaI,632.354
b3628,rfaB,414.988
b3629,rfaS,349.7
b3630,rfaP,404.265
b3631,rfaG,844.12
b3632,rfaQ,664.692
b3633,kdtA,997.636
b3634,coaD,692.889
b3635,mutM,399.411
b3636,rpmG,5946.01
b3637,rpmB,5551.74
b3638,radC,104.977
b3639,dfp,1532.73
b3640,dut,912.005
b3641,ttk,973.745
b3642,pyrE,927.687
b3643,rph,854.976
b3644,yicC,1461.69
b3645,dinD,342.761
b3646,yicG,73.4857
b3647,yicF,33.8319
b3648,gmk,2059.66
b3649,rpoZ,3094.52
b3650,spoT,1467.75
b3651,trmH,993.104
b3652,recG,404.428
b3653,gltS,347.259
b3654,yicE,966.511
b3655,yicH,523.238
b3656,yicI,366.846
b3657,yicJ,648.251
b3659,yicK,1098.91
b3660,yicL,222.928
b3661,nlpA,1955.01
b3662,yicM,215.351
b3663,yicN,260.465
b3664,yicO,520.262
b3665,ade,56.3403
b3666,uhpT,82.9447
b3667,uhpC,612.743
b3668,uhpB,330.014
b3669,uhpA,883.57
b3670,ilvN,1543.98
b3671,ilvB,2015.91
b3672,ivbL,4606.04
b3673,emrD,265.721
b3674,yidF,67.0155
b3675,yidG,444.67
b3676,yidH,989.601
b3677,yidI,293.751
b3678,yidJ,124.543
b3679,yidK,172.058
b3680,yidL,153.371
b3681,glvG,256.356
b3682,glvB,66.3767
b3683,glvC,190.253
b3684,yidP,92.1482
b3685,yidE,402.277
b3686,ibpB,251.017
b3687,ibpA,987.032
b3688,yidQ,1229.69
b3689,yidR,466.128
b3690,yidS,161.193
b3691,dgoT,420.666
b4478,dgoD,N.D.
b4477,dgoA,N.D.
b3693,dgoK,97.3394
b4479,dgoR,N.D.
b3696,yidX,177.286
b3697,yidA,959.477
b3698,yidB,972.234
b3699,gyrB,1058.16
b3700,recF,1084.46
b3701,dnaN,1309.73
b3702,dnaA,1503.19
b3703,rpmH,3998.17
b3704,rnpA,2462.89
b3705,yidC,879.51
b3706,trmE,1234.47
b3707,tnaL,158.118
b3708,tnaA,45.2732
b3709,tnaB,115.67
b3710,yidY,213.023
b3711,yidZ,108.073
b3712,yieE,694.694
b3713,yieF,588.548
b3714,yieG,599.341
b3715,yieH,424.76
b3716,yieI,128.381
b3717,yieJ,282.149
b3718,yieK,74.0019
b3719,yieL,146.657
b3720,yieC,56.3137
b3721,bglB,195.264
b3722,bglF,76.6779
b3723,bglG,149.841
b3724,phoU,410.427
b3725,pstB,1545.59
b3726,pstA,648.369
b3727,pstC,1325.8
b3728,pstS,1199.24
b3729,glmS,1842.41
b3730,glmU,2915.92
b3731,atpC,2137.53
b3732,atpD,3249.14
b3733,atpG,4937.79
b3734,atpA,5102.27
b3735,atpH,7723.08
b3736,atpF,6194.77
b3737,atpE,6293
b3738,atpB,4277.09
b3739,atpI,3674.96
b3740,gidB,330.166
b3741,gidA,533.625
b3742,mioC,2048.49
b3743,asnC,216.843
b3744,asnA,532.381
b3745,yieM,479.109
b3746,yieN,475.273
b3747,kup,258.403
b3748,rbsD,1525.68
b3749,rbsA,528.846
b3750,rbsC,897.807
b3751,rbsB,2156.21
b3752,rbsK,1225.73
b3753,rbsR,312.896
b3754,yieO,111.26
b3755,yieP,623.333
b4480,hdfR,N.D.
b3764,yifE,1581.53
b3765,yifB,273.593
b3766,ilvL,5509.21
b4488,ilvG,N.D.
b3769,ilvM,1670.92
b3770,ilvE,3647.39
b3771,ilvD,1552.28
b3772,ilvA,996.218
b3773,ilvY,540.658
b3774,ilvC,6968.77
b3775,ppiC,1043.07
b3777,yifN,226.118
b3778,rep,542.447
b3779,gppA,497.585
b3780,rhlB,1894.33
b3781,trxA,2856.27
b3782,rhoL,4888.07
b3783,rho,2002.07
b3784,rfe,643.404
b3785,wzzE,763.793
b3786,wecB,1160.39
b3787,wecC,1004.59
b3788,rffG,718.444
b3789,rffH,709.631
b3790,wecD,699.459
b3791,wecE,505.349
b3792,wzxE,464.913
b4481,rffT,N.D.
b3793,wecF,563.553
b3794,wecG,318.057
b3795,yifK,1301.6
b3800,aslB,42.571
b3801,aslA,339.795
b3802,hemY,719.288
b3803,hemX,1320.28
b3804,hemD,1337.94
b3805,hemC,1247.42
b3806,cyaA,680.641
b3807,cyaY,1307.48
b3808,yzcX,242.274
b3809,dapF,2598.69
b3810,yigA,1118.62
b3811,xerC,1311.98
b3812,yigB,1012.44
b3813,uvrD,698.748
b4482,yigE,N.D.
b3816,corA,477.116
b3817,yigF,36.065
b3818,yigG,55.8089
b3819,rarD,221.526
b3820,yigI,858.055
b3821,pldA,924.498
b3822,recQ,694.605
b3823,rhtC,288.779
b3824,rhtB,347.095
b3825,pldB,590.092
b3826,yigL,755.948
b3827,yigM,523.808
b3828,metR,639.131
b3829,metE,5029.9
b3830,ysgA,756.514
b3831,udp,1296.53
b3832,yigN,525.333
b3833,ubiE,1290.47
b3834,yigP,1060.79
b3835,ubiB,727.709
b3836,tatA,1892.19
b3838,tatB,1751.55
b3839,tatC,658.03
b4483,tatD,N.D.
b3842,rfaH,576.087
b3843,ubiD,1368.57
b3844,fre,1428.67
b3845,fadA,859.531
b3846,fadB,267.566
b3847,pepQ,1419.65
b3848,yigZ,896.482
b3849,trkH,559.242
b3850,hemG,1132.88
b3856,mobB,313.434
b3857,mobA,342.068
b3858,yihD,1601.33
b3859,yihE,1126.6
b3860,dsbA,1570.67
b3861,yihF,167.669
b3862,yihG,157.452
b3863,polA,851.102
b3865,yihA,1312.06
b3866,yihI,1075.1
b3867,hemN,616.899
b3868,glnG,808.273
b3869,glnL,986.49
b3870,glnA,2425.39
b3871,bipA,1757.14
b3872,yihL,N.D.
b3873,yihM,75.83
b3874,yihN,761.317
b3875,yshA,105.53
b3876,yihO,49.2779
b3877,yihP,264.172
b3878,yihQ,208.658
b3879,yihR,210.736
b3880,yihS,192.28
b3881,yihT,501.579
b3882,yihU,1294.66
b3883,yihV,119.25
b3884,yihW,377.28
b3885,yihX,1213.85
b3886,rbn,386.5
b3887,dtd,1634.43
b3888,yiiD,726.792
b3889,yiiE,113.95
b3890,yiiF,190.546
b3891,fdhE,610.337
b3892,fdoI,951.81
b3893,fdoH,401.166
b3894,fdoG,345.43
b3895,fdhD,747.056
b3896,yiiG,22.0703
b3897,frvR,609.98
b3898,frvX,154.055
b3899,frvB,375.571
b3900,frvA,221.92
b3901,yiiL,123.087
b3902,rhaD,483.559
b3903,rhaA,561.203
b3904,rhaB,253.129
b3905,rhaS,384.306
b3906,rhaR,351.473
b3907,rhaT,419.508
b3908,sodA,N.D.
b3909,kdgT,217.393
b3910,yiiM,399.871
b3911,cpxA,487.992
b3912,cpxR,1206.94
b4484,cpxP,N.D.
b3915,yiiP,1347.3
b3916,pfkA,1795.89
b3917,sbp,1210.29
b3918,cdh,494.398
b3919,tpiA,3067.08
b3920,yiiQ,581.209
b3921,yiiR,596.153
b3922,yiiS,938.878
b3923,yiiT,1008.04
b3924,fpr,739.412
b3925,glpX,841.971
b3926,glpK,233.21
b3927,glpF,213.141
b3928,yiiU,2357.25
b3929,menG,1684.9
b3930,menA,1517.7
b3931,hslU,1585.51
b3932,hslV,2416.81
b3933,ftsN,1094.09
b3934,cytR,664.056
b3935,priA,271.67
b3936,rpmE,4157.62
b3937,yiiX,527.727
b3938,metJ,2311.36
b3939,metB,1302.45
b3940,metL,1317.16
b3941,metF,1653.41
b3942,katG,1293.94
b3943,yijE,197.743
b3944,yijF,222.883
b3945,gldA,122.039
b3946,talC,122.038
b3947,ptsA,266.688
b3949,frwC,104.219
b3950,frwB,101.68
b3951,pflD,254.407
b3952,pflC,381.094
b3953,frwD,147.245
b3954,yijO,215.5
b3955,yijP,1580.46
b3956,ppc,3066.9
b3957,argE,1856
b3958,argC,2610.31
b3959,argB,3540.48
b3960,argH,1570.81
b3961,oxyR,822.335
b3962,udhA,715.755
b3963,yijC,1515.34
b3964,yijD,935.046
b3965,trmA,1011.69
b3966,btuB,882.456
b3967,murI,816.295
b3972,murB,942.032
b3973,birA,636.115
b3974,coaA,611.901
b3980,tufB,7743.47
b3981,secE,3130.59
b3982,nusG,2204.14
b3983,rplK,6498.32
b3984,rplA,6248.87
b3985,rplJ,6478.36
b3986,rplL,5460.33
b3987,rpoB,4292.92
b3988,rpoC,1732.28
b3989,htrC,204.187
b3990,thiH,1486.67
b3991,thiG,2584.5
b4407,thiS,N.D.
b3992,thiF,1565.08
b3993,thiE,2182.24
b3994,thiC,2418.4
b3995,rsd,1347.64
b3996,nudC,1073.1
b3997,hemE,1206.33
b3998,nfi,643.837
b3999,yjaG,988.405
b4000,hupA,5760.07
b4001,yjaH,428.599
b4002,zraP,330.987
b4003,zraS,344.526
b4004,zraR,794.479
b4005,purD,1362.08
b4006,purH,2605.42
b4011,yjaA,82.1992
b4012,yjaB,228.377
b4013,metA,2055.43
b4014,aceB,6467.96
b4015,aceA,5745.96
b4016,aceK,780.994
b4017,arpA,66.2378
b4018,iclR,659.152
b4019,metH,1299.38
b4020,yjbB,225.055
b4021,pepE,117.696
b4022,yjbC,476.455
b4023,yjbD,1187.35
b4024,lysC,1409.45
b4025,pgi,1771.82
b4026,yjbE,112.436
b4027,yjbF,563.282
b4028,yjbG,340.407
b4029,yjbH,316.356
b4030,yjbA,432.209
b4031,xylE,144.42
b4032,malG,157.152
b4033,malF,508.207
b4034,malE,1122.79
b4035,malK,332.25
b4036,lamB,879.555
b4037,malM,506.634
b4038,yjbI,61.9369
b4039,ubiC,1235.88
b4040,ubiA,725.891
b4041,plsB,749.443
b4042,dgkA,1056.26
b4043,lexA,1326.11
b4044,dinF,165.51
b4045,yjbJ,444.941
b4046,zur,798.864
b4047,yjbL,24.402
b4048,yjbM,54.6307
b4049,yjbN,1600.22
b4050,yjbO,454.368
b4051,qor,1196.62
b4052,dnaB,1345.75
b4053,alr,822.29
b4054,tyrB,1645.76
b4055,aphA,368.968
b4056,yjbQ,982.321
b4057,yjbR,780.74
b4058,uvrA,473.661
b4059,ssb,1631.5
b4060,yjcB,203.758
b4061,yjcC,139.623
b4062,soxS,428.922
b4063,soxR,108.287
b4064,yjcD,1142.11
b4065,yjcE,760.632
b4066,yjcF,N.D.
b4067,actP,504.048
b4068,yjcH,234.658
b4069,acs,586.832
b4070,nrfA,239.823
b4071,nrfB,59.1352
b4072,nrfC,85.9939
b4073,nrfD,1222.12
b4074,nrfE,271.54
b4075,nrfF,265.272
b4076,nrfG,631.159
b4077,gltP,232.748
b4078,yjcO,321.21
b4079,fdhF,306.407
b4080,yjcP,440.75
b4081,yjcQ,356.864
b4082,yjcR,1100.69
b4083,yjcS,872.817
b4084,alsK,470.409
b4085,alsE,546.603
b4086,alsC,106.232
b4087,alsA,191.366
b4088,alsB,267.414
b4089,rpiR,534.24
b4090,rpiB,593.095
b4487,yjdP,N.D.
b4092,phnP,344.143
b4093,phnO,490.575
b4094,phnN,762.225
b4095,phnM,77.2448
b4096,phnL,260.823
b4097,phnK,133.538
b4098,phnJ,907.13
b4099,phnI,266.356
b4100,phnH,202.034
b4101,phnG,404.604
b4102,phnF,182.819
b4104,phnE,808.862
b4105,phnD,609.957
b4106,phnC,297.027
b4107,phnB,392.521
b4108,phnA,1495.15
b4109,yjdA,117.728
b4110,yjcZ,225.3
b4111,proP,1603.82
b4112,basS,443.221
b4113,basR,471.69
b4114,yjdB,253.898
b4115,yjdE,60.9399
b4116,adiY,39.1546
b4117,adiA,75.6659
b4118,melR,135.469
b4119,melA,282.024
b4120,melB,135.215
b4121,yjdF,213.231
b4122,fumB,46.7409
b4123,dcuB,240.743
b4124,dcuR,862.423
b4125,dcuS,355.052
b4126,yjdI,989.721
b4127,yjdJ,1128.7
b4128,yjdK,69.5465
b4129,lysU,469.862
b4130,yjdL,217.502
b4131,cadA,429.034
b4132,cadB,219.309
b4133,cadC,361.929
b4135,yjdC,1459.12
b4136,dsbD,705.023
b4137,cutA,809.629
b4138,dcuA,1006.89
b4139,aspA,559.219
b4140,fxsA,452.075
b4141,yjeH,511.076
b4142,groS,5981.95
b4143,groL,2876.16
b4144,yjeI,2023.95
b4145,yjeJ,315.861
b4146,yjeK,553.181
b4147,efp,2705.97
b4410,ecnA,N.D.
b4411,ecnB,N.D.
b4148,sugE,304.635
b4149,blc,981.041
b4150,ampC,350.227
b4151,frdD,193.333
b4152,frdC,424.675
b4153,frdB,333.41
b4154,frdA,1892.53
b4155,yjeA,423.676
b4156,yjeM,168.574
b4157,yjeN,300.267
b4158,yjeO,89.1864
b4159,yjeP,364.756
b4160,psd,1051.33
b4161,yjeQ,1230.27
b4162,orn,629.38
b4166,yjeS,415.579
b4167,yjeF,1621.05
b4168,yjeE,856.273
b4169,amiB,800.594
b4170,mutL,586.596
b4171,miaA,4432.34
b4172,hfq,3198.96
b4173,hflX,2755.23
b4174,hflK,1996.29
b4175,hflC,1550.84
b4176,yjeT,165.21
b4177,purA,1675.12
b4178,yjeB,831.914
b4179,rnr,1656.39
b4180,yjfH,194.239
b4181,yjfI,81.1795
b4182,yjfJ,116.909
b4183,yjfK,32.8669
b4184,yjfL,1410
b4185,yjfM,30.4842
b4186,yjfC,89.4946
b4187,aidB,429.698
b4188,yjfN,313.561
b4189,yjfO,306.42
b4190,yjfP,395.291
b4191,yjfQ,340.417
b4192,yjfR,258.447
b4193,sgaT,333.623
b4194,sgaB,207.95
b4195,ptxA,187.586
b4196,sgaH,257.435
b4197,sgaU,133.026
b4198,sgaE,195.189
b4199,yjfY,471.623
b4200,rpsF,5927.43
b4201,priB,6141.5
b4202,rpsR,5337.21
b4203,rplI,2771.17
b4204,yjfZ,46.0809
b4205,ytfA,24.5567
b4206,ytfB,863.041
b4207,fklB,2244.31
b4208,cycA,1156.06
b4209,ytfE,138.378
b4210,ytfF,249.609
b4211,ytfG,602.219
b4212,ytfH,666.06
b4213,cpdB,434.98
b4214,cysQ,763.037
b4215,ytfI,109.025
b4216,ytfJ,228.879
b4217,ytfK,390.13
b4218,ytfL,889.108
b4219,msrA,869.866
b4220,ytfM,581.154
b4221,ytfN,1162.23
b4222,ytfP,1489.74
b4223,yzfA,589.534
b4224,chpS,361.669
b4225,chpB,718.115
b4226,ppa,2594.12
b4227,ytfQ,325.668
b4485,ytfR,N.D.
b4230,ytfT,149.204
b4231,yjfF,55.2725
b4232,fbp,1939.97
b4233,mpl,970.94
b4234,yjgA,1573.01
b4235,pmbA,944.464
b4236,cybC,801.826
b4237,nrdG,137.661
b4238,nrdD,493.274
b4239,treC,1112.2
b4240,treB,387.371
b4241,treR,285.339
b4242,mgtA,631.746
b4243,yjgF,4579.7
b4244,pyrI,6822.58
b4245,pyrB,7835.24
b4246,pyrL,2235.52
b4247,yjgG,30.733
b4248,yjgH,392.821
b4249,yjgI,122.417
b4251,yjgJ,276.1
b4252,yjgK,470.085
b4253,yjgL,40.1331
b4254,argI,1754.73
b4255,yjgD,2698.5
b4256,yjgM,596.15
b4257,yjgN,31.8764
b4258,valS,1682.61
b4259,holC,1757.16
b4260,pepA,1885.15
b4261,yjgP,1183.92
b4262,yjgQ,373.381
b4263,yjgR,663.06
b4264,idnR,335.565
b4265,idnT,727.072
b4266,idnO,308.306
b4267,idnD,626.006
b4268,idnK,58.066
b4269,yjgB,415.668
b4271,intB,188.823
b4272,yi21_6,1801.65
b4273,yi22_6,N.D.
b4274,yjgW,173.717
b4275,yjgX,226.365
b4276,yjgY,132.044
b4277,yjgZ,254.701
b4278,yi41,286.523
b4279,yjhB,64.3947
b4280,yjhC,284.272
b4281,yjhD,202.554
b4282,yjhE,77.6521
b4283,yi91b,211.011
b4284,tra8_3,729.325
b4287,fecE,216.052
b4288,fecD,237.202
b4289,fecC,239.888
b4290,fecB,169.469
b4291,fecA,329.604
b4292,fecR,204.01
b4293,fecI,525.412
b4294,insA_7,428.476
b4295,yjhU,556.791
b4296,yjhF,193.462
b4297,yjhG,97.0849
b4298,yjhH,306.748
b4299,yjhI,59.5628
b4300,sgcR,95.9248
b4301,sgcE,468.568
b4302,sgcA,348.388
b4303,sgcQ,243.981
b4304,sgcC,274.168
b4305,sgcX,193.717
b4306,yjhP,192.932
b4307,yjhQ,248.805
b4308,yjhR,117.916
b4309,yjhS,94.715
b4310,yjhT,425.678
b4311,yjhA,100.071
b4312,fimB,388.696
b4313,fimE,297.604
b4314,fimA,2299.08
b4315,fimI,656.069
b4316,fimC,385.964
b4317,fimD,162.444
b4318,fimF,258.298
b4319,fimG,191.729
b4320,fimH,206.222
b4321,gntP,71.0544
b4322,uxuA,291.709
b4323,uxuB,399.869
b4324,uxuR,422.83
b4325,yjiC,131.85
b4326,yjiD,86.7132
b4327,yjiE,181.103
b4328,iadA,235.842
b4329,yjiG,315.96
b4330,yjiH,92.4878
b4331,kptA,213.622
b4332,yjiJ,199.916
b4333,yjiK,78.6567
b4334,yjiL,275.952
b4335,yjiM,350.594
b4336,yjiN,278.321
b4337,yjiO,269.078
b4338,yjiP,359.866
b4339,yjiQ,506.995
b4340,yjiR,343.049
b4341,yjiS,194.215
b4342,yjiT,552.978
b4486,yjiV,N.D.
b4345,mcrC,182.108
b4346,mcrB,425.953
b4347,yjiW,94.3582
b4348,hsdS,437.25
b4349,hsdM,846.777
b4350,hsdR,933.572
b4351,mrr,621.707
b4352,yjiA,870.848
b4353,yjiX,994.431
b4354,yjiY,108.915
b4355,tsr,742.834
b4356,yjiZ,288.439
b4357,yjjM,137.564
b4358,yjjN,479.009
b4359,mdoB,380.206
b4360,yjjA,705.811
b4361,dnaC,389.905
b4362,dnaT,1430.22
b4363,yjjB,113.654
b4364,yjjP,423.029
b4365,yjjQ,100.676
b4366,bglJ,55.0456
b4367,fhuF,1427
b4371,rsmC,375.6
b4372,holD,1376.79
b4373,rimI,1358.05
b4374,yjjG,336.831
b4375,prfC,990.415
b4376,osmY,3590.04
b4377,yjjU,880.206
b4378,yjjV,532.093
b4379,yjjW,585.603
b4380,yjjI,286.715
b4381,deoC,1333.31
b4382,deoA,1045.85
b4383,deoB,1370.38
b4384,deoD,2485.49
b4385,yjjJ,369.454
b4386,lplA,417.649
b4387,smp,1379.29
b4388,serB,1266.98
b4389,sms,952.656
b4390,nadR,1019.72
b4391,yjjK,1330.9
b4392,slt,562.622
b4393,trpR,710.162
b4394,yjjX,542.435
b4395,gpmB,537.665
b4396,rob,1017.59
b4397,creA,1246.8
b4398,creB,314.481
b4399,creC,142.347
b4400,creD,130.589
b4402,yjjY,169.036
b4403,lasT,N.D.
